,count,hate_speech,offensive_language,neither,class,tweet
9130,3,0,0,3,2,Flappy bird on bull....
9131,3,0,0,3,2,Flappy bird stresses me out
9135,3,0,0,3,2,Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets
9137,3,0,0,3,2,Floppy bird chalmers over here taking after his hero LeBron
9143,6,0,0,6,2,Foley Abduction Linked to British Jihadi Kidnapping Ring  via @elilake
9161,3,0,0,3,2,"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, race war starts its on #POTUS"
9166,6,0,0,6,2,Former TOWIE star Charlie King comes out  Congrats and welcome to the family :)
9169,3,0,0,3,2,Foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean 
9170,3,0,0,3,2,Foto: mimiblargh: ok pls consider this: kingdom birbs (can u guess who is who and what birds they are???... 
9171,3,0,0,3,2,Four hors to back up this iPhone haha... Jokes 
9180,3,0,0,3,2,Free bird.
9181,3,0,0,3,2,Free birds. Lol
9188,3,0,0,3,2,"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, "
9193,3,0,0,3,2,"French word for potato translates as ""earth apple."" Banana is ""long yellow tree apple."" Submarines are ""big wet hollow kaboom apple."""
9195,3,0,0,3,2,Fresh out the gym but yet I'm bout to eat free birds.
9201,3,0,0,3,2,Friendly advice to western reporters in Kobane: don't advertise your location. Jihadis are tracking u  consider u a high-prize target #ISIS
9204,3,0,0,3,2,"From Jihadi streams: Rutba, Anbar Province, #Iraq "
9207,3,0,0,3,2,"From the ESPN Yankees game recap: ""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through."
9208,3,0,0,3,2,"From the archives: My Favorite #Bond_age_ essay on THUNDERBALL, The Story of a Shy Kid and 007 "
9350,3,0,0,3,2,Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.
9354,3,0,0,3,2,GA Charlie @Kacado
9355,3,0,0,3,2,GA Charlie @Justin_Awe
9358,6,0,0,6,2,GM....don't be the bird that didn't get the worm today #GoStampsGo84
9364,3,0,0,3,2,"GUYS, I just walked into an office, and the secretary has a bird. Looks like I may just find out for myself. "
9374,3,0,0,3,2,Game 126 Preview: Houston #Astros at New York #Yankees 
9375,3,0,0,3,2,Game 128 Preview: Houston #Astros at New York #Yankees 
9378,3,0,0,3,2,Gary's girl was a tranny. RT I wonder what would have become of if he'd written 'Gary's Girl'.
9379,3,0,0,3,2,Gas is always cheaper in the ghetto
9391,3,0,0,3,2,George Rockwell (2 of 3) Speech at Lynchberg Armo:  Proud to say my Uncle Kelly was at this speech in 63.
9397,3,0,0,3,2,"Get here! MT #Sierra #skiers, offers a fun break from the slopes. Sweet #deal: "
9402,3,0,0,3,2,"Get some Hagen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers"
9408,3,0,0,3,2,Get two birds stoned at one time.
9419,3,0,0,3,2,Getting off twitter jigg trynna stress me out more I don't need this type of heat
9422,3,0,0,3,2,Giants secondary lookin like trash
9436,3,0,0,3,2,Girls that wear colored jeans 
9449,6,0,0,6,2,Glad I ain't got no bird legs 
9461,3,0,0,3,2,"God made male and female blades of grass. Every living thing must reproduce itself to stay on this Earth: birds, bees and grass. SexNatural"
9470,3,0,0,3,2,"Going through my computer and found the ""Shake that monkey"" video we made freshman year in Dillard!  was Too Short"
9471,3,0,0,3,2,Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.
9474,3,0,0,3,2,Going up to the view point and seeing star child..... What the monkey
9477,6,0,0,6,2,Golden Oreos are the best
9483,3,0,0,3,2,Gonna shower for the sole purpose of shampooing my beard.
9493,3,0,0,3,2,Good evening Charlie and friends @Kacado
9496,3,0,0,3,2,Good morning Charlie @tomwfry
9498,3,0,0,3,2,"Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird."
9503,3,0,0,3,2,Good pick birds
9509,3,0,0,3,2,"Good! She's a ghetto thug! ""So FPD just arrested for being in the street. #Ferguson "
9510,3,0,0,3,2,Goodbye hop plants ! Time to dink u!!!! Luv it!!! 
9511,3,0,0,3,2,Goodbye x Young Dolph featuring Trinidad James  Shy Glizzy
9518,3,0,0,3,2,Gorgeous RTCalico Maine coon cat 
9530,3,0,0,3,2,Got chunky marmalade today of a greatful customer for my service over the past 2 yrs #PostieTweet #ServiceMatters 
9545,3,0,0,3,2,Got to 18 on flappy bird...
9546,3,0,0,3,2,Got to 8 on flappy birds can you say happiest girl on earth
9554,3,0,0,3,2,Gotta bad red bone that look something like Ashanti
9557,3,0,0,3,2,Gotta keep the sox down while they're down! #RedSox #Yankees #mlb
9559,3,0,0,3,2,Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling
9567,3,0,0,3,2,Graham crackers and hazelnut coffee are my fave 
9568,3,0,0,3,2,"Grandma's Homemade Potato Soup - An old fashioned, simple, chunky potato soup like Grandma made, wit "
9569,3,0,0,3,2,"Grandma: ""(Macon) is a rinky dink mosquito-filled cop-infested swamp."" LMAO"
9572,3,0,0,3,2,Great lead battle and then Ricky hits Danica for a yellow. Oh boy. #NASCAR
9573,3,0,0,3,2,Green grass and tree trash. 
9586,3,0,0,3,2,"Guess I'll have to add Robin Williams right next to Charlie Chaplin.
Now Adam Sandler remains my only favorite comedian left."
9603,3,0,0,3,2,HOW Deep Fried Sweet Tea on a graham cracker crust at State Fair of Texas (via 
9624,3,0,0,3,2,"Haha, Yankees fans are bent out of shape about the Hu27le graphic"
9642,3,0,0,3,2,Hand me a brew and I'll chug it
9658,3,0,0,3,2,Happy birthday bird! @codyflitcraft
9666,6,0,0,6,2,Happy birthday to my pops. Old negro spiritual is 64 today lol
9670,3,0,0,3,2,Happy hangover #Bloomington #btown #iubb #IU #Indiana #hoosierdaddy #HoosierNation #hoosiers the resurrection is now complete. #ncaa #big10
9676,3,0,0,3,2,Has anyone ever purchased baseball field dirt? I really want dirt from Stadium for my grandfather's grave. #weirdtweets
9693,3,0,0,3,2,Have they seen Planet of the Apes Brazil has the highest number of monkey species of any nation in the world with 116.
9699,3,0,0,3,2,Have you hugged a wacko-bird today?
9711,3,0,0,3,2,Hazlenut coffee and graham crackers every morning 
9725,3,0,0,3,2,He gets this bratty attitude from Brittany .... and its for the birds.
9733,6,0,0,6,2,He may be the President but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.
9735,3,0,0,3,2,"He never replied to my asking about his calling me a ""redneck"" @jstines3"
9741,3,0,0,3,2,He said capri-sun and zebra cake
9746,3,0,0,3,2,He so trash RT Cary Williamsc GOT CARRIED lol
9757,3,0,0,3,2,He's trash tho Its 10 Million Naira If You Want Me On Your Song  Wizkid  via @naijaxclusive
9758,3,0,0,3,2,He's trash. he said he's not doing collabs for anything less than 10 mil naira like booyyyyyy 
9760,3,0,0,3,2,"Hear the birds on the summer breeze, I drive fast"
9776,3,0,0,3,2,Hella just ordered me some beanies
9782,3,0,0,3,2,"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine."
9791,3,0,0,3,2,Here we go brownies here we go! WOOF WOOF!
9797,3,0,0,3,2,Hey fans is this a good score ? #lookingformore 
9802,3,0,0,3,2,"Hey everybody,
The White Iron Band plays this Saturday(12-11-10) on the Slopes of Lutsen,MN at Papa Charlies(21+). Going to be a real..."
9803,3,0,0,3,2,"Hey if I stir a Spider, Rockstar, and Monster together and chug it, would I /definitely/ be hospitalized or just maybe? Asking for a friend"
9807,3,0,0,3,2,"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?"
9812,3,0,0,3,2,"Hi Charlie, eating leftover candy? @PattiSM74"
9822,3,0,0,3,2,Highhhhh watching dawn of planet of the apes #StonerNation #LifeComplete
9878,3,0,0,3,2,Home to chicken and penne Alfredo and Oreos and banjo
9879,6,0,0,6,2,Homemade Soup is very good with vegetables on the side with crackers 
9880,3,0,0,3,2,Homework and boonies date with Caitlin tonight
9892,3,0,0,3,2,Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE
9900,3,0,0,3,2,How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.
9903,3,0,0,3,2,How bout them redskins?
9921,3,0,0,3,2,How is Angry Birds the movie going to work? They're just floating bird heads?
9922,3,0,0,3,2,How is that not a yellow on Ronaldo for full on body bumping the ref?
9925,3,0,0,3,2,How many #Yankees players have 3K hits? You have to put #DerekJeter in the conversation for Best Yankee Ever. His numbers demand it.
9951,3,0,0,3,2,Hugs or Kisses?  Hugs. It gives you a warm fuzzy feeling. 
10003,3,0,0,3,2,I almost stepped on a bird running around the floor ah they are so creepy
10014,3,0,0,3,2,I always soprised dat I has mo while followers den colored
10016,3,0,0,3,2,"I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism @NoahCRothman"
10017,3,0,0,3,2,I am a celestial body hello 
10018,3,0,0,3,2,I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of ; absolute perfection.
10033,3,0,0,3,2,I asked the name of the bird ancient Egyptians used as the sun of god Heru (Horus).The Pheonix (firebird).
10034,3,0,0,3,2,I ate a monkey. #AndNowIHaveEbola
10041,3,0,0,3,2,"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc"
10071,3,0,0,3,2,"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue  yellow purple pills "
10095,3,0,0,3,2,I can hear birds outside!!!
10096,3,0,0,3,2,I can hear my mom playing flappy bird in the living room 
10097,3,0,0,3,2,I can hear the birds chirpin!
10117,3,0,0,3,2,"I can't even find it in me to mock anymore. This is scary. This mass ignorance is terrifying. RT Yes, alas, I agree."
10127,3,0,0,3,2,I can't play flappy bird. It makes me angry.
10128,3,0,0,3,2,I can't sleep so ima watch Spongebob and eat crackers and peanut butter
10135,3,0,0,3,2,I can't take you serious if you wear colored contacts.
10140,3,0,0,3,2,"I can't wait to post the designs of my new walkout shirts, sweaters, and hats! Should have the official mock up done tomorrow. They're sexy."
10143,3,0,0,3,2,I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. 
10157,3,0,0,3,2,I could go for a brownie right now
10167,3,0,0,3,2,I def got a few shades darker cutting my mama grass. There goes my yellow frame lol
10185,3,0,0,3,2,I dont talk trash regarding sports.
10221,3,0,0,3,2,"I don't know what's more stressful, midterms or flappy birds."
10234,3,0,0,3,2,I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl
10250,3,0,0,3,2,I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place
10253,3,0,0,3,2,"I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!"
10295,3,0,0,3,2,I feel utterly retarded. Thanks big brother @Crawford96M
10301,3,0,0,3,2,I find it amusing that Senator is an anchor baby. #LMAO
10308,3,0,0,3,2,I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs
10309,3,0,0,3,2,I from the planet of apes king Kong clips
10352,3,0,0,3,2,I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don't even know it
10371,6,0,0,6,2,I got my eyes on this red bone
10401,3,0,0,3,2,I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.
10415,3,0,0,3,2,I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions
10423,3,0,0,3,2,"I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME"
10424,3,0,0,3,2,I hate Hashtag activism. No lie. I think 95% of it is trash.
10438,3,0,0,3,2,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else."
10468,3,0,0,3,2,I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy
10521,3,0,0,3,2,I hate yellow jackets can't feel arms and back lol
10525,3,0,0,3,2,I have a feeling tonight will be trash.
10530,3,0,0,3,2,I have never actually seen a yellow duck.
10536,3,0,0,3,2,I have really light colored eyebrows naturally and it's not ok
10539,3,0,0,3,2,I have to dress up tomorrow for mock interviews and I still don't know how to tie the tie 
10545,3,0,0,3,2,I hear the birds in the summer breeze; I drive fast; I am alone at midnight.
10546,3,0,0,3,2,I hear the same thing day in and day out.... its for the birds.
10553,3,0,0,3,2,I hope Charlie brought the lube for this test...
10556,3,0,0,3,2,"I hope the Yankees get Soriano, shoulda never gave him away for Alex Rodriguez"
10557,3,0,0,3,2,I hope the trash I talk abt poor product doesn't hurt my chances of getting hired as a legal correspondent. I was jk CNN.
10562,3,0,0,3,2,I hopes dis don't come as a severe shock to use but I'm colored
10563,3,0,0,3,2,I ignore birds
10585,3,0,0,3,2,I just might buy myself an A-Rod jersey #NewYork #Yankees #MLB
10587,3,0,0,3,2,I just need the Yankees to win the pennant!
10589,3,0,0,3,2,I just put down a pan of brownies
10591,3,0,0,3,2,I just saw a man have a actual conversation with his bird haha
10596,3,0,0,3,2,I just wanna cuddle with my boyfriend under a fuzzy blanket  drink hot tea and have my hair played with so I can go to bed.
10608,3,0,0,3,2,I just want vanilla Oreos
10609,3,0,0,3,2,I just whipped up these #homemade #pickled #eggs while home being a cripple... Made with #garlic 
10613,3,0,0,3,2,"I keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system."
10629,3,0,0,3,2,"I know right. Get one guy out!! Man! You had ONE JOB, JoshOutman! #Yankees"
10648,3,0,0,3,2,I learnt about birds as a child. Best time to learn @BBCRadio2
10653,3,0,0,3,2,I like Rivers he talks a lot of trash you can tell he loves the game
10676,3,0,0,3,2,I like the Yankees toinight -107 
10678,3,0,0,3,2,"I like to mock Apple, but I'm legitimately interested to see what their wearable looks like."
10680,6,0,0,6,2,"I liked a video  The Sock Fairy, a short film"
10683,3,0,0,3,2,I live for two-bite brownies
10687,3,0,0,3,2,I look like a dusty bird today..
10694,3,0,0,3,2,"I love ""Butter"" by ATCQ, but I'd love it more if Q-Tip's hook was just looped for three and a half minutes instead of Phife's trash verses."
10697,3,0,0,3,2,I love Liv when she gets ghetto
10709,3,0,0,3,2,I love floating monkey heads as much as the next person but Active Surplus' website is just redonkulus. 
10717,3,0,0,3,2,"I love how we can marry and still be the same queer, messy, funny, fabulous, dramatic community we've always been. Why I love us."
10718,3,0,0,3,2,I love jigg jigg
10720,3,0,0,3,2,I love me some chunky babies 
10724,3,0,0,3,2,I love the acoustic domes in the hallways. Favorite place to sing in public. No lie. 
10730,3,0,0,3,2,I love watching birds migrate. Wish I understood why it's such a peaceful sight.
10731,3,0,0,3,2,I love wearing fuzzy socks to work
10739,3,0,0,3,2,I luh to lick the middle like an Oreo
