term,vocabulary_id,hateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,plural_of,variant_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings
shants,rxErpzugs,"A disenfranchised Irish peson, from 'shanty'.",False,,49.0,shant,,True,False,False,False,False,False,True,30
scobes,L4h7wbmfs,"In Ireland, a disreputable, working class or delinquent person",False,,,scobe,,False,False,False,False,False,False,True,30
scuffers,reyde4vMd,"In the UK, [1] an uneducated or lower class person, or [2] a policeman.",False,,,scuffer,,False,False,False,False,False,False,True,0
semiholes,6eCRAEAMB,"A Native American, from the Seminole tribe.",False,,,semihole,,False,True,False,False,False,False,False,2
sawnies,GPmiCwMVa,"A Scottish person, local variant of Sandy, short for 'Alasdair'.",False,,,sawney,,True,False,False,False,False,False,False,1
scags,TZriKbYqs,A woman of loose morals,False,,,scag,,False,False,False,True,False,False,True,85
scallies,ofwBMqnk4,"A disreputable and/or working class person, from 'scallywag'",False,,,scallie,,False,False,False,False,False,False,True,124
scangers,X46YtrCyq,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",False,,,scanger,,False,False,False,False,False,False,True,4
sand nips,UkBn7KrLH,A person from the South Pacific,True,,,sand nip,,False,True,False,False,False,False,False,1
sand niggerette,983CNmHJi,A person of Middle Eastern descent,True,,100.0,,sand nigger,False,True,False,True,False,False,False,1
sand niggerettes,fHpddUbqJ,A person of Middle Eastern descent,True,,,sand niggerette,,False,True,False,True,False,False,False,0
sand niggers,UhzaHDECb,"Derogatory term for a person from the Middle East, Arab, South Asian world",True,,,sand nigger,,True,True,False,False,False,False,False,326
Russellites,gssRZMVqJ,"A Jehovah's Witness, from American religious leader Charles Taze Russell.",False,,,Russellite ,,False,False,True,False,False,False,False,1
sambos,KffteAtys,A black person.,True,,,sambo,,False,True,False,False,False,False,False,627
sand monkey,iMunK8cfz,Variant of 'sand nigger' in relation to inhabitants of desert regions or Arabs / Muslims in general,True,,84.0,,sand nigger,False,True,True,False,False,False,False,109
sand monkeys,GkfnBnw4s,Variant of 'sand nigger' in relation to inhabitants of desert regions or Arabs / Muslims in general,True,,,sand monkey,,False,True,True,False,False,False,False,262
rice niggers,TVZEjy7LJ,An Asian person,True,,,rice nigger,,False,True,False,False,False,False,False,5
ricepickers,QHAPjLNVA,Meant to denigrate East Asians,False,,,ricepicker,,True,True,False,False,False,False,False,0
roofuckers,CoAXRzeHF,"Literally, kangaroo-fucker, an Australian iteration on 'sheepfucker'.",True,,100.0,roofucker,,True,True,False,False,False,False,False,0
roundeyes,zVgeFNAHL,A white or non-Asian person.,True,,,roundeye,,False,True,False,False,False,False,False,34
Rhine monkeys,mDXAqLhcg,A person of German descent.,True,,48.0,Rhine monkey,,True,False,False,False,False,False,False,0
Rhineland bastard,rrhbJnwap,Afro-Germans whose parents were allegedly French soldiers,True,,89.0,,Rhine monkey,False,True,False,False,False,False,False,1
Rhineland bastards,oreiumtuy,Afro-Germans whose parents were allegedly French soldiers,True,,100.0,Rhineland bastard,,False,True,False,False,False,False,False,39
red niggers,EAQkLgarE,A Native American person,True,,100.0,red nigger,,False,True,False,False,False,False,False,3
rednecks,jwhvUHvrx,Southern laborer-class whites.,True,,50.0,redneck,,False,False,False,False,False,False,True,1032
redskins,AsnAvzUMH,A Native American.,False,,100.0,redskin,,False,True,False,False,False,False,False,15
retardeds,FFAVoXyAZ,"A disabled person, from 'retarded'.",True,,,retarded,,False,False,False,False,False,True,False,325
retards,4UfKdVNHu,"A disabled person, from 'retarded'.",True,,51.0,retard,,False,False,False,False,False,True,False,783
race traitors,mXCYFpPtr,Term used by white supremacists to denote a person of mixed race.,True,,75.0,race traitor,,False,True,False,False,False,False,False,309
ragheads,tNVFoPbxr,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",True,,,raghead,,False,True,False,False,False,False,False,923
red bones,vaJQYqmkR,[1] A black female with light skin. [2] A black female of mixed heritage.,False,,63.0,red bone,,False,True,False,False,False,False,False,30
quadroons,XdbsKZvHm,"A person who is 1/4 Black. Coined during the Civil War, referring to how White you had to be in order to serve in the army.",True,,75.0,quadroon,,False,True,False,False,False,False,False,260
quashies,knrsqW9sp,"A black person. From the West African name Kwazi, often given to a child born on a Sunday.",False,,,quashie,,False,True,False,False,False,False,False,0
queens,N8qPbtxQU,A homosexual.,False,,65.0,queen,,False,False,False,False,True,False,False,0
queers,PqqtwfYab,A homosexual.,False,,,queer,,False,False,False,False,True,False,False,220
proddy dogs,kiqy2nqWV,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",True,,,proddy dog,,False,False,True,False,False,False,False,32
proddywhoddies,TGmkoWJUG,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",True,,,proddywhoddy,,False,False,True,False,False,False,False,0
proddywoddies,M4dXFdwgo,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",True,,75.0,proddywoddy,,False,False,True,False,False,False,False,1
prods,ormYFGwUq,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",False,,,prod,,False,False,True,False,False,False,False,0
pussies,TGWpCEWP2,"[1] Pejorative word for female. [2] Pejorative word for male, meaning meek or cowardly.",False,,50.0,pussy,,False,False,False,True,False,False,False,0
prairie niggers,RCXciZTPB,A Native American.,True,,100.0,prairie nigger,,False,True,False,False,False,False,False,3
poms,QjwuzFGyB,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,,,pom,,True,False,False,False,False,False,False,0
popolos,W4UAMLxTX,Used in Hawaii to denote a black person.,False,,,popolo,,False,True,False,False,False,False,False,7
poppadoms,evirjmjbt,Used as a derogatory term directed towards South Asians (and sometimes Middle Eastern people).,False,,,poppadom,,False,True,False,False,False,False,False,108
porch monkeys,orsPoFXVf,A black person referring to perceived common behavior of groups hanging out on front porches or steps of urban apartment complexes in US cities.,True,,100.0,porch monkey,,False,True,False,False,False,False,False,694
powderburns,aXJWLzJZy,A black person.,False,,,powderburn,,False,True,False,False,False,False,False,0
polacks,FFwomYhqT,"A Pole or a person of Polish or Slavic origin, from the Polish endonym, Polak (see Name of Poland).",True,,,polack,,True,False,False,False,False,False,False,287
pollos,utkjasRaD,"[1] A person of Hispanic descent, from the Spanish word for 'chicken'. [2] An illegal alien, particularly one of Hispanic descent.",False,,,pollo,,False,True,False,False,False,False,False,0
pommie grants,VTFeLZT u,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",True,,,pommie grant,,True,False,False,False,False,False,False,0
pommies,oVsJuvkUe,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,,,pommie,,True,False,False,False,False,False,False,144
pohms,p2tHVHNxx,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,,,pohm,,True,False,False,False,False,False,False,3
